,Name,Price,Alcohol,Bottle,Category,From,Variety,Winery,Score,Year
2606,Terah 2021 Ramato Bassi Vineyard Pinot Gris (San Luis Obispo County),$30,12.0,750,White,Central Coast,Pinot Gris,Terah,91 Points,2021
2607,Thorn Clarke 2020 Milton Park Chardonnay (South Australia),$14,13.0,750,White,South Australia,Chardonnay,Thorn Clarke,91 Points,2020
2608,Trapiche 2018 Terroir Series Finca Ambrosia Malbec (Gualtallary),$50,15.0,750,Red,Mendoza Province,Malbec,Trapiche,91 Points,2018
2609,Vicente Faria Vinhos 2019 Quinta Vale Santa Luzia Reserva Red (Douro),$25,14.0,750,Red,Portugal,Portuguese Red,Vicente Faria Vinhos,91 Points,2019
2610,Wiens Cellars 2018 Kriel Vineyard Cabernet Sauvignon (Temecula Valley),$165,14.0,750,Red,South Coast,Cabernet Sauvignon,Wiens Cellars,91 Points,2018
2611,Azienda Agricola Roberto Ceraudo Strongoli 2019 Petelia White (Calabria),$22,13.0,750,White,Southern Italy,White Blend,Azienda Agricola Roberto Ceraudo Strongoli,91 Points,2019
2612,Château Nozières 2020 Amboise de l'Her  (Cahors),$20,14.0,750,Red,Southwest France,"Malbec-Merlot, Bordeaux-style Red Blend",Château Nozières,91 Points,2020
2613,Bride Valley Vineyard 2016 Rosé Bella Sparkling (England),$75,12.0,750,Sparkling,England,"Sparkling Blend, Sparkling",Bride Valley Vineyard,91 Points,2016
2614,Hush Heath Estate 2018 Balfour Winemaker's Collection Saignée Rosé (England),$50,12.0,750,Sparkling,England,Rosé,Hush Heath Estate,91 Points,2018
2615,Alfaro Family 2020 Trout Gulch Vineyard Chardonnay (Santa Cruz Mountains),$33,12.0,750,White,Central Coast,Chardonnay,Alfaro Family,91 Points,2020
2616,Alma de Cattleya 2021 Chardonnay (Sonoma County),$28,14.0,750,White,Sonoma,Chardonnay,Alma de Cattleya,91 Points,2021
2617,Alzinger 2021 Dürnstein Federspiel Grüner Veltliner (Wachau),$26,12.0,750,White,Austria,Grüner Veltliner,Alzinger,91 Points,2021
2618,Arlaux NV Brut Grand Bourgeois Premier Cru Pinot Meunier (Champagne),$75,12.0,750,Sparkling,Champagne,"Pinot Meunier, Other Red",Arlaux,91 Points,
2619,Au Bon Climat 2018 La Bauge Au-dessus Pinot Noir (Santa Maria Valley),$35,13.0,750,Red,Central Coast,Pinot Noir,Au Bon Climat,91 Points,2018
2620,Babcock 2019 Bright Fortune Cabernet Franc (Santa Barbara County),$35,13.0,750,Red,Central Coast,Cabernet Franc,Babcock,91 Points,2019
2621,Babcock 2021 Chardonnay (Sta. Rita Hills),$35,13.0,750,White,Central Coast,Chardonnay,Babcock,91 Points,2021
2622,Blade & Talon 2021 Calleri Vineyard Falanghina (San Benito),$35,13.0,750,White,Central Coast,"Falanghina, Italian White",Blade & Talon,91 Points,2021
2623,Casa Relvas 2020 Ciconia The Reserve Blend Red (Alentejano),$20,14.0,750,Red,Portugal,Portuguese Red,Casa Relvas,91 Points,2020
2624,Château des Landes 2020 Cuvée Prestige  (Lussac Saint-Émilion),$41,14.0,750,Red,Bordeaux,Merlot,Château des Landes,91 Points,2020
2625,Château Haut la Grenière 2020  Lussac Saint-Émilion,$25,13.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château Haut la Grenière,91 Points,2020
2626,Château le Roudier 2020  Bordeaux Supérieur,$15,13.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château le Roudier,91 Points,2020
2627,Christoph Hoch NV Rot Red (Weinland Österreich),$19,9.0,750,Red,Austria,"Red Blends, Red Blends",Christoph Hoch,91 Points,
2628,Clementine Carter 2021 Grenache Blanc (Santa Barbara County),$38,13.0,750,White,Central Coast,"Grenache Blanc, Other White",Clementine Carter,91 Points,2021
2629,Dandelion 2020 Menagerie of the Barossa Red (Barossa Valley),$24,14.0,750,Red,South Australia,"Grenache-Shiraz-Mataro, Rhône-style Red Blend",Dandelion,91 Points,2020
2630,D'Arenberg 2017 The Galvo Garage Red (McLaren Vale),$29,14.0,750,Red,South Australia,Bordeaux-style Red Blend,D'Arenberg,91 Points,2017
2631,D'Arenberg 2018 The Custodian Grenache (McLaren Vale),$21,14.0,750,Red,South Australia,Grenache,D'Arenberg,91 Points,2018
2632,Dunites 2021 Sans Soufre Syrah,$32,13.0,750,Red,California Other,Syrah,Dunites,91 Points,2021
2633,Epiphany 2019 Rodney's Vineyard Mourvèdre (Santa Barbara County),$37,14.0,750,Red,Central Coast,Mourvèdre,Epiphany,91 Points,2019
2634,Famille Conti 2021 Cuvée des Conti White (Bergerac Sec),$23,13.0,750,White,Southwest France,Bordeaux-style White Blend,Famille Conti,91 Points,2021
2635,Sierra Vista 2019 Grenache (El Dorado),$29,14.0,750,Red,Sierra Foothills,Grenache,Sierra Vista,91 Points,2019
2636,Casa Relvas 2020 Ciconia The Reserve Blend Red (Alentejano),$20,14.0,750,Red,Portugal,Portuguese Red,Casa Relvas,91 Points,2020
2637,Château des Landes 2020 Cuvée Prestige  (Lussac Saint-Émilion),$41,14.0,750,Red,Bordeaux,Merlot,Château des Landes,91 Points,2020
2638,Château Haut la Grenière 2020  Lussac Saint-Émilion,$25,13.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château Haut la Grenière,91 Points,2020
2639,Château le Roudier 2020  Bordeaux Supérieur,$15,13.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château le Roudier,91 Points,2020
2640,Christoph Hoch NV Rot Red (Weinland Österreich),$19,9.0,750,Red,Austria,"Red Blends, Red Blends",Christoph Hoch,91 Points,
2641,Clementine Carter 2021 Grenache Blanc (Santa Barbara County),$38,13.0,750,White,Central Coast,"Grenache Blanc, Other White",Clementine Carter,91 Points,2021
2642,Dandelion 2020 Menagerie of the Barossa Red (Barossa Valley),$24,14.0,750,Red,South Australia,"Grenache-Shiraz-Mataro, Rhône-style Red Blend",Dandelion,91 Points,2020
2643,D'Arenberg 2017 The Galvo Garage Red (McLaren Vale),$29,14.0,750,Red,South Australia,Bordeaux-style Red Blend,D'Arenberg,91 Points,2017
2644,D'Arenberg 2018 The Custodian Grenache (McLaren Vale),$21,14.0,750,Red,South Australia,Grenache,D'Arenberg,91 Points,2018
2645,Dunites 2021 Sans Soufre Syrah,$32,13.0,750,Red,California Other,Syrah,Dunites,91 Points,2021
2646,Epiphany 2019 Rodney's Vineyard Mourvèdre (Santa Barbara County),$37,14.0,750,Red,Central Coast,Mourvèdre,Epiphany,91 Points,2019
2647,Famille Conti 2021 Cuvée des Conti White (Bergerac Sec),$23,13.0,750,White,Southwest France,Bordeaux-style White Blend,Famille Conti,91 Points,2021
2648,Fess Parker 2019 Syrah (Santa Barbara County),$30,14.0,750,Red,Central Coast,Syrah,Fess Parker,91 Points,2019
2649,Forest Hill 2021 Highbury Fields Riesling (Great Southern),$20,12.0,750,White,Western Australia,Riesling,Forest Hill,91 Points,2021
2650,Hush Heath Estate NV Leslie's Reserve Sparkling (England),$45,12.0,750,Sparkling,England,"Sparkling Blend, Sparkling",Hush Heath Estate,91 Points,
2651,Jacquart NV Mosaïque Signature Brut  (Champagne),$56,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Jacquart,91 Points,
2652,Jean Laurent 2009 La Griffe de l'Ource Blanc de Noirs Brut Pinot Noir (Champagne),$199,12.0,750,Sparkling,Champagne,Pinot Noir,Jean Laurent,91 Points,2009
2653,Lanson NV Green Label Bio-Organic Brut  (Champagne),$80,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Lanson,91 Points,
2654,Le Casque 2019 Cabernet Franc (Sierra Foothills),$30,14.0,750,Red,Sierra Foothills,Cabernet Franc,Le Casque,91 Points,2019
2655,Le Mistral 2019 Joseph's Blend Red (Monterey County),$50,13.0,750,Red,Central Coast,Rhône-style Red Blend,Le Mistral,91 Points,2019
2656,Lindquist Family 2021 Viognier-Chardonnay (Central Coast),$28,13.0,750,White,Central Coast,"Viognier-Chardonnay, White Blend",Lindquist Family,91 Points,2021
2657,Lucas & Lewellen 2018 Cote del Sol Cabernet Sauvignon (Santa Ynez Valley),$35,13.0,750,Red,Central Coast,Cabernet Sauvignon,Lucas & Lewellen,91 Points,2018
2658,Mailly Grand Cru NV Brut Réserve Grand Cru  (Champagne),$45,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Mailly Grand Cru,91 Points,
2659,Opaque 2019 Malbec (Paso Robles),$35,14.0,750,Red,Central Coast,Malbec,Opaque,91 Points,2019
2660,Opolo 2019 Reserve Collection Syrah (Paso Robles Willow Creek District),$55,14.0,750,Red,Central Coast,Syrah,Opolo,91 Points,2019
2661,Phelps Creek 2019 Lynette Chardonnay (Columbia Gorge (OR)),$49,13.0,750,White,Oregon Other,Chardonnay,Phelps Creek,91 Points,2019
2662,Quinta da Lapa 2018 Reserva Touriga Nacional (Tejo),N/A,14.0,750,Red,Portugal,"Touriga Nacional, Portuguese Red",Quinta da Lapa,91 Points,2018
2663,Quinta da Rede 2021 Reserva White (Douro),$22,13.0,750,White,Portugal,Portuguese White,Quinta da Rede,91 Points,2021
2664,Adega Mãe 2017 Reserva Red (Lisboa),$23,14.0,750,Red,Portugal,Portuguese Red,Adega Mãe,91 Points,2017
2665,Alexandre Bonnet NV Blanc de Blancs Extra Brut Chardonnay (Champagne),$75,12.0,750,Sparkling,Champagne,Chardonnay,Alexandre Bonnet,91 Points,
2666,Babcock 2019 Fathom Santa Ynez Vineyard Petit Verdot (Santa Barbara County),$50,13.0,750,Red,Central Coast,Petit Verdot,Babcock,91 Points,2019
2667,Baron-Fuenté 2013 Millésimé Brut  (Champagne),$45,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Baron-Fuenté,91 Points,2013
2668,Bodega Norton 2018 Lote Negro Unique Edition Malbec-Cabernet Franc (Uco Valley),$40,14.0,750,Red,Mendoza Province,"Malbec-Cabernet Franc, Red Blends",Bodega Norton,91 Points,2018
2669,Bodega Y Cavas De Weinert 2012 Malbec (Luján de Cuyo),N/A,14.0,750,Red,Mendoza Province,Malbec,Bodega Y Cavas De Weinert,91 Points,2012
2670,Buehler 2020 Chardonnay (Russian River Valley),$25,13.0,750,White,Sonoma,Chardonnay,Buehler,91 Points,2020
2671,Casa da Passarella 2017 Enxertia Alfrocheiro (Dão),$28,14.0,750,Red,Portugal,"Alfrocheiro, Portuguese Red",Casa da Passarella,91 Points,2017
2672,Château de Camparian 2019  Pessac-Léognan,$34,14.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château de Camparian,91 Points,2019
2673,Château Haut Musset 2018  Montagne-Saint-Émilion,$38,14.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château Haut Musset,91 Points,2018
2674,Château les Ricaudelles 2018  Bordeaux,$19,14.0,750,Red,Bordeaux,Malbec,Château les Ricaudelles,91 Points,2018
2675,Château Maltus 2020 Ambre de Maltus  (Bordeaux Blanc),$34,13.0,750,White,Bordeaux,Bordeaux-style White Blend,Château Maltus,91 Points,2020
2676,Colab and Bloom 2021 Tempranillo Grenache Rosé (South Australia),$18,12.0,750,Rose,South Australia,Rosé,Colab and Bloom,91 Points,2021
2677,Croma Vera 2021 Albariño (Edna Valley),$30,14.0,750,White,Central Coast,Albariño,Croma Vera,91 Points,2021
2678,Dorcich 2021 Estate Carbonic Malbec (Santa Clara Valley),$38,11.0,750,Red,Central Coast,Malbec,Dorcich,91 Points,2021
2679,Dusty Nabor 2020 Spear Vineyard Grenache (Sta. Rita Hills),$35,14.0,750,Red,Central Coast,Grenache,Dusty Nabor,91 Points,2020
2680,Epiphany 2019 Rodney's Vineyard Petite Sirah (Santa Barbara County),$40,14.0,750,Red,Central Coast,Petite Sirah,Epiphany,91 Points,2019
2681,Flanagan 2019 Cabernet Sauvignon (Sonoma County),$95,14.0,750,Red,Sonoma,Cabernet Sauvignon,Flanagan,91 Points,2019
2682,Fleur de California 2020 Carneros Select Chardonnay (Carneros),$22,13.0,750,White,Napa-Sonoma,Chardonnay,Fleur de California,91 Points,2020
2683,Folktale 2020 Eden Rift Vineyard Pinot Noir (Cienega Valley),$85,12.0,750,Red,Central Coast,Pinot Noir,Folktale,91 Points,2020
2684,Cho 2021 Settler's Hill Vineyard Pétillant-Naturel Pinot Gris (Willamette Valley),$36,12.0,750,Sparkling,Willamette Valley,Pinot Gris,Cho,91 Points,2021
2685,Domaine la Goujonne 2019 Red (Coteaux Varois en Provence),$27,13.0,750,Red,Provence,"Provence red blend, Red Blends",Domaine la Goujonne,91 Points,2019
2686,Dusky Goose 2019 Chardonnay (Yamhill-Carlton),$60,13.0,750,White,Willamette Valley,Chardonnay,Dusky Goose,91 Points,2019
2687,Gérard Bertrand 2019 Kosmos Héritage 888 Red (Languedoc),$19,14.0,750,Red,Languedoc-Roussillon,Rhône-style Red Blend,Gérard Bertrand,91 Points,2019
2688,Kranemann Wine Estates 2018 Quinta do Convento Reserva Red (Douro),$57,13.0,750,Red,Portugal,Portuguese Red,Kranemann Wine Estates,91 Points,2018
2689,Luigi Bosca 2020 De Sangre Cabernet Sauvignon (Mendoza),$29,14.0,750,Red,Mendoza Province,Cabernet Sauvignon,Luigi Bosca,91 Points,2020
2690,McGrail 2018 A Jó Élet Cabernet Sauvignon (Livermore Valley),$59,14.0,750,Red,Central Coast,Cabernet Sauvignon,McGrail,91 Points,2018
2691,Nittnaus Anita und Hans 2020 Heideboden Pinot Blanc (Burgenland),N/A,13.0,750,White,Austria,Pinot Blanc,Nittnaus Anita und Hans,91 Points,2020
2692,Pali Wine Co. 2019 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),$79,14.0,750,Red,Central Coast,Pinot Noir,Pali Wine Co.,91 Points,2019
2693,Quinta da Casaboa 2016 Reserva Homenagem Red (Lisboa),$30,14.0,750,Red,Portugal,Portuguese Red,Quinta da Casaboa,91 Points,2016
2694,Quinta da Lagoalva Vinhos 2019 Grande Reserva Syrah (Tejo),N/A,13.0,750,Red,Portugal,Syrah,Quinta da Lagoalva Vinhos,91 Points,2019
2695,Quinta do Ameal 2021 Solo Unico White (Vinho Verde),$30,12.0,750,White,Portugal,Portuguese White,Quinta do Ameal,91 Points,2021
2696,Quinta do Portal 2014 Late Bottled Vintage  (Port),$32,20.0,750,Port/Sherry,Portugal,"Port, Port Blend",Quinta do Portal,91 Points,2014
2697,Rancho Sisquoc 2021 Sauvignon Blanc (Santa Barbara County),$22,14.0,750,White,Central Coast,Sauvignon Blanc,Rancho Sisquoc,91 Points,2021
2698,Rangeland 2019 Ultramafic Reserve Merlot (Adelaida District),$45,14.0,750,Red,Central Coast,Merlot,Rangeland,91 Points,2019
2699,Refugio Ranch 2021 Malvasia Bianca (Santa Ynez Valley),$28,12.0,750,White,Central Coast,"Malvasia Bianca, Italian White",Refugio Ranch,91 Points,2021
2700,Robert Oatley 2019 Signature Series Cabernet Sauvignon (Margaret River),$18,14.0,750,Red,Western Australia,Cabernet Sauvignon,Robert Oatley,91 Points,2019
2701,Shannon Ridge 2020 Buck Shack Sustainably Farmed Cabernet Sauvignon (Lake County),$35,14.0,750,Red,Lake County,Cabernet Sauvignon,Shannon Ridge,91 Points,2020
2702,Soda Rock Winery 2019 Warm Springs Cabernet Franc (Dry Creek Valley),$48,14.0,750,Red,Sonoma,Cabernet Franc,Soda Rock Winery,91 Points,2019
2703,Sogrape 2020 Quinta dos Carvalhais Reserva White (Dão),$60,13.0,750,White,Portugal,Portuguese White,Sogrape,91 Points,2020
2704,Tooth & Nail 2020 The Fiend Red (Paso Robles),$35,15.0,750,Red,Central Coast,"Red Blends, Red Blends",Tooth & Nail,91 Points,2020
2705,Viña Cobos 2018 Reptil Cabernet Sauvignon (Luján de Cuyo),$50,14.0,750,Red,Mendoza Province,Cabernet Sauvignon,Viña Cobos,91 Points,2018
2706,Doctor's Orders 2020 Grenache (Santa Ynez Valley),N/A,14.0,750,Red,Central Coast,Grenache,Doctor's Orders,91 Points,2020
2707,Dry Creek Vineyard 2019 The Mariner Red (Dry Creek Valley),$50,14.0,750,Red,Sonoma,Bordeaux-style Red Blend,Dry Creek Vineyard,91 Points,2019
2708,Epiphany 2020 Camp Four Vineyard Roussanne (Santa Barbara County),$28,14.0,750,White,Central Coast,Roussanne,Epiphany,91 Points,2020
2709,Ermisch 2020 Cabernet Sauvignon (Walla Walla Valley (OR)),$39,13.0,750,Red,Oregon Other,Cabernet Sauvignon,Ermisch,91 Points,2020
2710,Finca Decero 2019 Mini Ediciones Remolinos Vineyard Cabernet Franc (Agrelo),$39,14.0,750,Red,Mendoza Province,Cabernet Franc,Finca Decero,91 Points,2019
2711,Folktale 2021 Sauvignon Blanc (Arroyo Seco),$34,12.0,750,White,Central Coast,Sauvignon Blanc,Folktale,91 Points,2021
2712,Günter & Regina Triebaumer 2020 Ried Geyerumriss Furmint (Burgenland),$57,13.0,750,White,Austria,"Furmint, Other White",Günter & Regina Triebaumer,91 Points,2020
2713,J. Lohr 2020 Los Osos Merlot (Paso Robles),$15,14.0,750,Red,Central Coast,Merlot,J. Lohr,91 Points,2020
2714,Jardim de Granito 2019 Encruzado Encruzado (Dão),$24,13.0,750,White,Portugal,"Encruzado, Portuguese White",Jardim de Granito,91 Points,2019
2715,Jean Laurent NV Blanc de Blancs Réserve Brut Chardonnay (Champagne),$63,12.0,750,Sparkling,Champagne,Chardonnay,Jean Laurent,91 Points,
2716,Kranemann Wine Estates NV 10 Years Old Tawny  (Port),$39,19.0,750,Port/Sherry,Portugal,"Port, Port Blend",Kranemann Wine Estates,91 Points,10
2717,Lobo 2019 Wulff Vineyards Cabernet Sauvignon (Atlas Peak),$105,14.0,750,Red,Napa,Cabernet Sauvignon,Lobo,91 Points,2019
2718,Lone Madrone 2021 Points West Rosé (Templeton Gap District),$35,12.0,750,Rose,Central Coast,Rosé,Lone Madrone,91 Points,2021
2719,Mendoza Vineyards 2018 Gran Reserva by Richard Bonvin Malbec (Mendoza),$35,14.0,750,Red,Mendoza Province,Malbec,Mendoza Vineyards,91 Points,2018
2720,Minus Tide 2019 Feliz Creek Vineyard Carignan (Mendocino),$32,14.0,750,Red,Mendocino County,Carignan,Minus Tide,91 Points,2019
2721,Monmarthe NV Privilège Brut  (Champagne),$70,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Monmarthe,91 Points,
2722,Monterra 2021 M Block - Special Batch Chardonnay (Fleurieu),$23,12.0,750,White,Southern Australia,Chardonnay,Monterra,91 Points,2021
2723,Morambro Creek 2020 Chardonnay (Padthaway),$31,13.0,750,White,South Australia,Chardonnay,Morambro Creek,91 Points,2020
2724,Moric 2020 Blaufränkisch (Burgenland),$34,12.0,750,Red,Austria,"Blaufränkisch, Other Red",Moric,91 Points,2020
2725,Navarro 2021 Grüner Veltliner (Anderson Valley),$24,12.0,750,White,Mendocino County,Grüner Veltliner,Navarro,91 Points,2021
2726,Netzl 2020 Christina Chardonnay (Weinland Österreich),$26,13.0,750,White,Austria,Chardonnay,Netzl,91 Points,2020
2727,Petaluma 2020 Chardonnay (Piccadilly Valley),$60,14.0,750,White,South Australia,Chardonnay,Petaluma,91 Points,2020
2728,Provam 2021 Portal do Fidalgo Alvarinho (Vinho Verde),$15,12.0,750,White,Portugal,"Alvarinho, Albariño",Provam,91 Points,2021
2729,Baron-Fuenté NV Esprit Grand Cru Chardonnay (Champagne),$55,12.0,750,Sparkling,Champagne,Chardonnay,Baron-Fuenté,91 Points,
2730,Belle Glos 2021 Clark & Telephone Pinot Noir (Santa Maria Valley),$55,14.0,750,Red,Central Coast,Pinot Noir,Belle Glos,91 Points,2021
2731,Bernhard Ott 2021 Fass 4 Grüner Veltliner (Niederösterreich),$28,12.0,750,White,Austria,Grüner Veltliner,Bernhard Ott,91 Points,2021
2732,Brimoncourt NV Brut Regence  (Champagne),$50,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Brimoncourt,91 Points,
2733,Burtech Family 2021 Maile Burtech Family Vineyard Rosé (Central Coast),$36,12.0,750,Rose,Central Coast,Rosé,Burtech Family,91 Points,2021
2734,Château Escalette 2019 Grand Vin  (Côtes de Bourg),$21,14.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château Escalette,91 Points,2019
2735,Rotari 2022 Brut Sparkling (Trento),$16,12.0,750,Sparkling,Northeastern Italy,"Sparkling Blend, Sparkling",Rotari,91 Points,2022
2736,Scenic Valley Farms 2021 Chardonnay (Willamette Valley),$20,,750,White,Willamette Valley,Chardonnay,Scenic Valley Farms,91 Points,2021
2737,Schild Estate 2018 Moorooroo Shiraz (Barossa Valley),$110,14.0,750,Red,South Australia,Shiraz,Schild Estate,91 Points,2018
2738,Soda Rock Winery 2015 Antoine Phillipe Reserve Cabernet Sauvignon (Alexander Valley),$150,14.0,750,Red,Sonoma,Cabernet Sauvignon,Soda Rock Winery,91 Points,2015
2739,Storm Wines 2021 Pinot Noir (Santa Barbara County),$45,13.0,750,Red,Central Coast,Pinot Noir,Storm Wines,91 Points,2021
2740,Vinum Cellars 2021 Chardonnay (Monterey),$20,14.0,750,White,Central Coast,Chardonnay,Vinum Cellars,91 Points,2021
2741,Wiens Cellars 2019 Reserve Syrah (Temecula Valley),$85,13.0,750,Red,South Coast,Syrah,Wiens Cellars,91 Points,2019
2742,Wiens Cellars 2021 Fiano (Temecula Valley),$26,11.0,750,White,South Coast,"Fiano, Italian White",Wiens Cellars,91 Points,2021
2743,Lobo 2019 Wulff Vineyards Cabernet Sauvignon (Atlas Peak),$105,14.0,750,Red,Napa,Cabernet Sauvignon,Lobo,91 Points,2019
2744,Lone Madrone 2021 Points West Rosé (Templeton Gap District),$35,12.0,750,Rose,Central Coast,Rosé,Lone Madrone,91 Points,2021
2745,Mendoza Vineyards 2018 Gran Reserva by Richard Bonvin Malbec (Mendoza),$35,14.0,750,Red,Mendoza Province,Malbec,Mendoza Vineyards,91 Points,2018
2746,Minus Tide 2019 Feliz Creek Vineyard Carignan (Mendocino),$32,14.0,750,Red,Mendocino County,Carignan,Minus Tide,91 Points,2019
2747,Monmarthe NV Privilège Brut  (Champagne),$70,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Monmarthe,91 Points,
2748,Monterra 2021 M Block - Special Batch Chardonnay (Fleurieu),$23,12.0,750,White,Southern Australia,Chardonnay,Monterra,91 Points,2021
2749,Morambro Creek 2020 Chardonnay (Padthaway),$31,13.0,750,White,South Australia,Chardonnay,Morambro Creek,91 Points,2020
2750,Moric 2020 Blaufränkisch (Burgenland),$34,12.0,750,Red,Austria,"Blaufränkisch, Other Red",Moric,91 Points,2020
2751,Navarro 2021 Grüner Veltliner (Anderson Valley),$24,12.0,750,White,Mendocino County,Grüner Veltliner,Navarro,91 Points,2021
2752,Netzl 2020 Christina Chardonnay (Weinland Österreich),$26,13.0,750,White,Austria,Chardonnay,Netzl,91 Points,2020
2753,Petaluma 2020 Chardonnay (Piccadilly Valley),$60,14.0,750,White,South Australia,Chardonnay,Petaluma,91 Points,2020
2754,Provam 2021 Portal do Fidalgo Alvarinho (Vinho Verde),$15,12.0,750,White,Portugal,"Alvarinho, Albariño",Provam,91 Points,2021
2755,Clos LaChance 2020 Chardonnay (Monterey County),$17,14.0,750,White,Central Coast,Chardonnay,Clos LaChance,91 Points,2020
2756,Adega Mãe 2019 Reserva White (Lisboa),$23,13.0,750,White,Portugal,Portuguese White,Adega Mãe,91 Points,2019
2757,Anselmo Mendes 2021 Passaros Loureiro Loureiro (Vinho Verde),$16,12.0,750,White,Portugal,"Loureiro, Portuguese White",Anselmo Mendes,91 Points,2021
2758,Barra of Mendocino 2021 Estate Grown Chardonnay (Mendocino),$22,14.0,750,White,Mendocino County,Chardonnay,Barra of Mendocino,91 Points,2021
2759,Beaulieu Vineyard 2019 Cabernet Sauvignon (Napa Valley),$38,14.0,750,Red,Napa,Cabernet Sauvignon,Beaulieu Vineyard,91 Points,2019
2760,Bink 2019 Mirrors Zinfandel (Clare Valley),$35,8.0,750,Red,South Australia,Zinfandel,Bink,91 Points,2019
2761,Bodega Y Cavas De Weinert 2011 Cask Selection - Gran Vino Red (Luján de Cuyo),N/A,14.0,750,Red,Mendoza Province,Bordeaux-style Red Blend,Bodega Y Cavas De Weinert,91 Points,2011
2762,Château Rocher Corbin 2019  Montagne-Saint-Émilion,$33,15.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château Rocher Corbin,91 Points,2019
2763,Château Trois Fonds 2019 Cuvée Prestige  (Côtes de Bordeaux),$21,14.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château Trois Fonds,91 Points,2019
2764,Château Vieux Maillet 2020  Pomerol,$100,14.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château Vieux Maillet,91 Points,2020
2765,Devil's Corner 2019 Resolution Pinot Noir (Tasmania),$29,13.0,750,Red,Tasmania,Pinot Noir,Devil's Corner,91 Points,2019
2766,Dobbes Family Estate 2021 Grand Assemblage Chardonnay (Willamette Valley),$34,13.0,750,White,Willamette Valley,Chardonnay,Dobbes Family Estate,91 Points,2021
2767,Durigutti 2016 Carmela Las Compuertas Gran Reserva Malbec (Luján de Cuyo),$45,14.0,750,Red,Mendoza Province,Malbec,Durigutti,91 Points,2016
2768,Harm 2017 Dürnsteiner Kellerberg Riesling (Wachau),$60,13.0,750,White,Austria,Riesling,Harm,91 Points,2017
2769,Hoyt Family Vineyards 2016 Petite Sirah (Paso Robles),$55,14.0,750,Red,Central Coast,Petite Sirah,Hoyt Family Vineyards,91 Points,2016
2770,J. Lohr 2020 Seven Oaks Cabernet Sauvignon (Paso Robles),$17,13.0,750,Red,Central Coast,Cabernet Sauvignon,J. Lohr,91 Points,2020
2771,Ledson 2017 Reserve Cabernet Sauvignon (Howell Mountain),$120,14.0,750,Red,Napa,Cabernet Sauvignon,Ledson,91 Points,2017
2772,Lindquist Family 2020 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),$30,13.0,750,White,Central Coast,Chardonnay,Lindquist Family,91 Points,2020
2773,Lone Madrone 2019 Sheep Camp Zinfandel (Paso Robles Willow Creek District),$50,14.0,750,Red,Central Coast,Zinfandel,Lone Madrone,91 Points,2019
2774,M by Michael Mondavi 2018 Red (Napa Valley),$200,14.0,750,Red,Napa,Bordeaux-style Red Blend,M by Michael Mondavi,91 Points,2018
2775,Maria & Sepp Muster 2020 Opok White (Steirerland),$36,10.0,750,White,Austria,White Blend,Maria & Sepp Muster,91 Points,2020
2776,Materra Cunat Family Vineyards 2018 Hidden Block Cabernet Sauvignon (Napa Valley),$72,14.0,750,Red,Napa,Cabernet Sauvignon,Materra Cunat Family Vineyards,91 Points,2018
2777,Miguel Torres 2021 Cordillera De Los Andes Reserva Especial Sauvignon Blanc (Patagonia),N/A,13.0,750,White,Other,Sauvignon Blanc,Miguel Torres,91 Points,2021
2778,Monte da Ravasqueira 2019 Vinhas de Xisto Reserva Red (Douro),$20,14.0,750,Red,Portugal,Portuguese Red,Monte da Ravasqueira,91 Points,2019
2779,Morgan 2021 Metallico Unoaked Chardonnay (Santa Lucia Highlands),$24,13.0,750,White,Central Coast,Chardonnay,Morgan,91 Points,2021
2780,Pali Wine Co. 2019 Pali Vineyard Reserve Chardonnay (Sta. Rita Hills),$79,14.0,750,White,Central Coast,Chardonnay,Pali Wine Co.,91 Points,2019
2781,Piattelli 2019 Single Parcel La Isla Cabernet Sauvignon (Cafayate),$80,14.0,750,Red,Other,Cabernet Sauvignon,Piattelli,91 Points,2019
2782,Poças 2021 Poças Branco White (Douro),$20,12.0,750,White,Portugal,Portuguese White,Poças,91 Points,2021
2783,Quevedo NV 20 Years Old Tawny  (Port),$61,19.0,750,Port/Sherry,Portugal,"Port, Port Blend",Quevedo,91 Points,20
