,Name,Price,Alcohol,Bottle,Category,From,Variety,Winery,Score,Year
2784,Quinta das Carvalhas 2020 Reserva Red (Douro),$25,14.0,750,Red,Portugal,Portuguese Red,Quinta das Carvalhas,91 Points,2020
2785,Quinta de la Rosa 2021 La Rosa Reserva White (Douro),$28,12.0,750,White,Portugal,Portuguese White,Quinta de la Rosa,91 Points,2021
2786,Quinta Vale d'Aldeia 2020 Grande Reserva White (Douro),$21,14.0,750,White,Portugal,Portuguese White,Quinta Vale d'Aldeia,91 Points,2020
2787,Refugio Ranch 2021 Tiradora Sauvignon Blanc (Santa Ynez Valley),$32,14.0,750,White,Central Coast,Sauvignon Blanc,Refugio Ranch,91 Points,2021
2788,San Simeon 2019 Stormwatch Red (Paso Robles),$70,14.0,750,Red,Central Coast,Bordeaux-style Red Blend,San Simeon,91 Points,2019
2789,Seppeltsfield NV DP38 Rich Rare Apera Solero White (South Australia),$37,23.0,750,Fortified,South Australia,White Blend,Seppeltsfield,91 Points,38
2790,Sofia NV Sofia Blanc de Blancs Sparkling (Monterey County),$19,12.0,750,Sparkling,Central Coast,"Sparkling Blend, Sparkling",Sofia,91 Points,
2791,Storm Wines 2021 Presquile Vineyard Sauvignon Blanc (Santa Maria Valley),$38,12.0,750,White,Central Coast,Sauvignon Blanc,Storm Wines,91 Points,2021
2792,Super Real Wines 2021 Unfiltered Natural Skin Contact Grenache Blanc (Ballard Canyon),$28,13.0,750,White,Central Coast,"Grenache Blanc, Other White",Super Real Wines,91 Points,2021
2793,Wenzel 2021 Wild + Free Voodoo Child Pinot Gris (Austria),$40,12.0,750,White,Austria,Pinot Gris,Wenzel,91 Points,2021
2794,Wiens Cellars 2019 Goldreyer Cabernet Sauvignon (Temecula Valley),$145,13.0,750,Red,South Coast,Cabernet Sauvignon,Wiens Cellars,91 Points,2019
2795,DC Flynt MW Selections 2021 Vinaforé Collection Chardonnay (Napa Valley),$20,14.0,750,White,Napa,Chardonnay,DC Flynt MW Selections,90 Points,2021
2796,Doctor's Orders 2016 Meadow Farm Vineyard Chardonnay (Santa Barbara County),N/A,12.0,750,White,Central Coast,Chardonnay,Doctor's Orders,90 Points,2016
2797,Duckhorn 2021 Chardonnay (Napa Valley),$36,14.0,750,White,Napa,Chardonnay,Duckhorn,90 Points,2021
2798,Famille Conti 2021 La Vigne d'Albert Red (Bergerac),$25,13.0,750,Red,Southwest France,Bordeaux-style Red Blend,Famille Conti,90 Points,2021
2799,Ferdinand Bonnet NV Perle Rosée Pinot Noir (Champagne),$50,12.0,750,Sparkling,Champagne,Pinot Noir,Ferdinand Bonnet,90 Points,
2800,Fesstivity 2019 Blanc de Noirs Sparkling (Sta. Rita Hills),$49,12.0,750,Sparkling,Central Coast,"Sparkling Blend, Sparkling",Fesstivity,90 Points,2019
2801,Flanagan 2019 Merlot (Sonoma County),$85,14.0,750,Red,Sonoma,Merlot,Flanagan,90 Points,2019
2802,Folktale 2021 The Lion for Real Skin Fermented White (Monterey County),$38,13.0,750,White,Central Coast,White Blend,Folktale,90 Points,2021
2803,Folktale 2021 We Are A Flower Sauvignon Blanc-Semillon (Monterey County),$38,13.0,750,White,Central Coast,"Sauvignon Blanc-Semillon, Bordeaux-style White Blend",Folktale,90 Points,2021
2804,François Lurton 2018 Bodega Piedra Negra Gran Lurton Cabernet Sauvignon (Los Chacayes),$35,15.0,750,Red,Mendoza Province,Cabernet Sauvignon,François Lurton,90 Points,2018
2805,Günter & Regina Triebaumer 2020 Furmint (Burgenland),$27,12.0,750,White,Austria,"Furmint, Other White",Günter & Regina Triebaumer,90 Points,2020
2806,Highlands 41 2020 Chardonnay (Monterey County),$15,13.0,750,White,Central Coast,Chardonnay,Highlands 41,90 Points,41
2807,Hillinger 2018 Pinot Blanc (Leithaberg),$39,12.0,750,White,Austria,Pinot Blanc,Hillinger,90 Points,2018
2808,Hosmer 2020 Grüner Veltliner (Cayuga Lake),$18,12.0,750,White,Finger Lakes,Grüner Veltliner,Hosmer,90 Points,2020
2809,Il Feuduccio Di S. Maria D'Orni 2018 Ursonia Pecorino (Colline Teatine),$27,13.0,750,White,Central Italy,"Pecorino, Italian White",Il Feuduccio Di S. Maria D'Orni,90 Points,2018
2810,Illicit 2020 Cabernet Sauvignon (California),$15,13.0,750,Red,California Other,Cabernet Sauvignon,Illicit,90 Points,2020
2811,Ingrid Groiss 2021 Braitenpuechtorff Riesling (Niederösterreich),$27,12.0,750,White,Austria,Riesling,Ingrid Groiss,90 Points,2021
2812,Jamie Slone Wines 2019 Chardonnay (Sta. Rita Hills),$45,13.0,750,White,Central Coast,Chardonnay,Jamie Slone Wines,90 Points,2019
2813,Luigi Bosca 2019 De Sangre Malbec (Uco Valley),$29,14.0,750,Red,Mendoza Province,Malbec,Luigi Bosca,90 Points,2019
2814,Manz 2016 Manz Douro Red (Douro),$23,14.0,750,Red,Portugal,Portuguese Red,Manz,90 Points,2016
2815,Oblivion 2021 Cabernet Sauvignon (Paso Robles),$22,14.0,750,Red,Central Coast,Cabernet Sauvignon,Oblivion,90 Points,2021
2816,Occasio 2020 Shake Ridge Ranch Grenache (Amador County),$50,14.0,750,Red,Sierra Foothills,Grenache,Occasio,90 Points,2020
2817,Patz & Hall 2019 Hyde Pinot Noir (Carneros),$75,14.0,750,Red,Napa-Sonoma,Pinot Noir,Patz & Hall,90 Points,2019
2818,Peachy Canyon 2020 Ms Behave Malbec (Paso Robles),$45,14.0,750,Red,Central Coast,Malbec,Peachy Canyon,90 Points,2020
2819,Penfolds 2018 Max's Shiraz-Cabernet (South Australia),$25,14.0,750,Red,South Australia,"Shiraz-Cabernet, Red Blends",Penfolds,90 Points,2018
2820,Quinta da Côrte 2016 LBV Late Bottled Vintage  (Port),$52,19.0,750,Port/Sherry,Portugal,"Port, Port Blend",Quinta da Côrte,90 Points,2016
2821,Quinta da Rede 2018 Rede Reserva Red (Douro),$15,13.0,750,Red,Portugal,Portuguese Red,Quinta da Rede,90 Points,2018
2822,Adega de Borba 2019 Castelo de Borba Reserva Red (Alentejo),$16,14.0,750,Red,Portugal,Portuguese Red,Adega de Borba,90 Points,2019
2823,Adega Mãe 2018 Touriga Nacional Touriga Nacional (Lisboa),$20,14.0,750,Red,Portugal,"Touriga Nacional, Portuguese Red",Adega Mãe,90 Points,2018
2824,Anselmo Mendes 2021 Muros Antigos Loureiro Loureiro (Vinho Verde),$10,12.0,750,White,Portugal,"Loureiro, Portuguese White",Anselmo Mendes,90 Points,2021
2825,Arlaux 2006 Millésime Rare  (Champagne),$150,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Arlaux,90 Points,2006
2826,Babcock 2021 Love Garden Rosé of Petit Verdot (Santa Barbara County),$30,13.0,750,Rose,Central Coast,Petit Verdot,Babcock,90 Points,2021
2827,Bec Hardy 2020 Cabernet Sauvignon (Limestone Coast),$20,14.0,750,Red,South Australia,Cabernet Sauvignon,Bec Hardy,90 Points,2020
2828,Canard-Duchêne NV P181 Extra Brut  (Champagne),$54,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Canard-Duchêne,90 Points,181
2829,Château Brondeau du Tertre 2020  Bordeaux Supérieur,$17,13.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château Brondeau du Tertre,90 Points,2020
2830,Château Moulin Neuf 2020  Blaye Côtes de Bordeaux,$20,13.0,750,Red,Bordeaux,Merlot,Château Moulin Neuf,90 Points,2020
2831,Château Tour Saint-Joseph 2020 Cru Bourgeois  (Haut-Médoc),$26,14.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château Tour Saint-Joseph,90 Points,2020
2832,Constantia Glen 2017 Five Red (Constantia),$50,14.0,750,Red,South Africa,Bordeaux-style Red Blend,Constantia Glen,90 Points,2017
2833,Daou 2020 Pessimist Red (Paso Robles),$30,15.0,750,Red,Central Coast,"Red Blends, Red Blends",Daou,90 Points,2020
2834,Domaine la Goujonne 2021 White (Coteaux Varois en Provence),$27,13.0,750,White,Provence,"Provence white blend, White Blend",Domaine la Goujonne,90 Points,2021
2835,Fluteau NV Coeur de Cuvée Vieilles Vignes Pinot Noir (Champagne),$45,12.0,750,Sparkling,Champagne,Pinot Noir,Fluteau,90 Points,
2836,Marshall Davis 2019 Marshall Davis Vineyard Chardonnay (Yamhill-Carlton),$40,13.0,750,White,Willamette Valley,Chardonnay,Marshall Davis,90 Points,2019
2837,Quinta Nova de Nossa Senhora do Carmo 2020 Grainha Reserva Red (Douro),$25,14.0,750,Red,Portugal,Portuguese Red,Quinta Nova de Nossa Senhora do Carmo,90 Points,2020
2838,Rancho Boa Vista 2018 Syrahva Syrah-Petite Sirah (Ballard Canyon),$45,14.0,750,Red,Central Coast,"Syrah-Petite Sirah, Red Blends",Rancho Boa Vista,90 Points,2018
2839,Real Companhia Velha 2018 Porca de Murça Reserva Red (Douro),$19,14.0,750,Red,Portugal,Portuguese Red,Real Companhia Velha,90 Points,2018
2840,Sierra Vista 2019 Mourvèdre (El Dorado),$27,14.0,750,Red,Sierra Foothills,Mourvèdre,Sierra Vista,90 Points,2019
2841,SonVida 2018 Malbec (Paraje Altamira),$31,14.0,750,Red,Mendoza Province,Malbec,SonVida,90 Points,2018
2842,Stoller 2020 Reserve Chardonnay (Dundee Hills),$40,12.0,750,White,Willamette Valley,Chardonnay,Stoller,90 Points,2020
2843,Tamar Ridge 2019 Pinot Noir (Tasmania),$30,13.0,750,Red,Tasmania,Pinot Noir,Tamar Ridge,90 Points,2019
2844,V. Sattui 2018 Prestige Cuvée Brut Rosé Sparkling (North Coast),$50,12.0,750,Sparkling,North Coast,"Sparkling Blend, Sparkling",V. Sattui,90 Points,2018
2845,Vasse Felix 2020 Filius Cabernet Sauvignon (Margaret River),$28,14.0,750,Red,Western Australia,Cabernet Sauvignon,Vasse Felix,90 Points,2020
2846,Vignerons de Puisseguin Lussac Saint-Emilion 2019 Haut la Rulotte  (Lussac Saint-Émilion),$25,13.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Vignerons de Puisseguin Lussac Saint-Emilion,90 Points,2019
2847,Vignobles Gabriel and Co. 2020 Petit Sociondo  (Blaye Côtes de Bordeaux),$15,13.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Vignobles Gabriel and Co.,90 Points,2020
2848,Bolney Wine Estate 2018 Cuvée Rosé Brut Rosé (England),$50,12.0,750,Sparkling,England,Rosé,Bolney Wine Estate,90 Points,2018
2849,Château Gilbert & Gaillard 2018 Red (Saint-Chinian),$22,14.0,750,Red,Languedoc-Roussillon,Rhône-style Red Blend,Château Gilbert & Gaillard,90 Points,2018
2850,Davigna 2021 Organic  (Conegliano Valdobbiadene Prosecco Superiore),$23,11.0,750,Sparkling,Veneto,"Glera, Italian White",Davigna,90 Points,2021
2851,Chapel Down NV English Rose Traditional Method Sparkling (England),$47,12.0,750,Sparkling,England,"Sparkling Blend, Sparkling",Chapel Down,90 Points,
2852,Cho 2021 Pinot Noir Rosé (Laurelwood District),$35,12.0,750,Rose,Willamette Valley,Rosé,Cho,90 Points,2021
2853,Steele 2020 Cuvée Pinot Noir,$30,13.0,750,Red,California Other,Pinot Noir,Steele,90 Points,2020
2854,Super Real Wines 2021 Claudia's Rosé Rosé (Ballard Canyon),$29,13.0,750,Rose,Central Coast,Rosé,Super Real Wines,90 Points,2021
2855,Tapiz 2019 Alta Collection Malbec (Uco Valley),$20,13.0,750,Red,Mendoza Province,Malbec,Tapiz,90 Points,2019
2856,Tauss 2018 Rosésekt Blaufränkisch (Austria),$44,12.0,750,Sparkling,Austria,"Blaufränkisch, Other Red",Tauss,90 Points,2018
2857,Tement 2019 Muschelkalk Morillon (Südsteiermark),$23,12.0,750,White,Austria,"Morillon, Chardonnay",Tement,90 Points,2019
2858,Tenuta I Fauri 2020 Pecorino (Abruzzo),$20,13.0,750,White,Central Italy,"Pecorino, Italian White",Tenuta I Fauri,90 Points,2020
2859,The Harris Gallery 2020 Du Pratt Vineyard Chardonnay (Anderson Valley),$56,12.0,750,White,Mendocino County,Chardonnay,The Harris Gallery,90 Points,2020
2860,Ursa 2018 Ferrel Ranch Tannat (El Dorado),$34,14.0,750,Red,Sierra Foothills,Tannat,Ursa,90 Points,2018
2861,Vicente Faria Vinhos 2019 Quinta Vale Santa Luzia Red (Douro),$15,13.0,750,Red,Portugal,Portuguese Red,Vicente Faria Vinhos,90 Points,2019
2862,Vignerons de Puisseguin Lussac Saint-Emilion 2019 La Garenne  (Lussac Saint-Émilion),$30,14.0,750,Red,Bordeaux,Merlot,Vignerons de Puisseguin Lussac Saint-Emilion,90 Points,2019
2863,William Hill Estate 2020 Chardonnay (Napa Valley),$35,14.0,750,White,Napa,Chardonnay,William Hill Estate,90 Points,2020
2864,Wilson Creek 2020 Double Dog Red Five Paws Vineyard Red (Temecula Valley),$65,15.0,750,Red,South Coast,"Red Blends, Red Blends",Wilson Creek,90 Points,2020
2865,Wine & Soul 2019 Pintas Character Red (Douro),$43,14.0,750,Red,Portugal,Portuguese Red,Wine & Soul,90 Points,2019
2866,Acinum 2017  Amarone della Valpolicella,N/A,15.0,750,Red,Veneto,"Red Blends, Red Blends",Acinum,90 Points,2017
2867,Adega de Borba 2019 Quintas de Borba Reserva Red (Alentejo),$16,14.0,750,Red,Portugal,Portuguese Red,Adega de Borba,90 Points,2019
2868,Alexandre Bonnet 2015 Champagne les Riceys La Forêt Rosé Extra Brut  (Champagne),$98,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Alexandre Bonnet,90 Points,2015
2869,Alkoomi 2021 Riesling (Frankland River),$20,12.0,750,White,Western Australia,Riesling,Alkoomi,90 Points,2021
2870,Arlaux NV Brut Spéciale Réserve Premier Cru  (Champagne),$68,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Arlaux,90 Points,
2871,Barra of Mendocino 2020 Estate Grown Pinot Noir (Mendocino),$24,14.0,750,Red,Mendocino County,Pinot Noir,Barra of Mendocino,90 Points,2020
2872,Bel Ormeau 2020 Les Clos  (Blaye Côtes de Bordeaux),$29,13.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Bel Ormeau,90 Points,2020
2873,Quinta dos Murças 2019 Minas Red (Douro),$25,13.0,750,Red,Portugal,Portuguese Red,Quinta dos Murças,90 Points,2019
2874,Rabbit & Spaghetti 2018 Icon Shiraz (South Australia),$43,14.0,750,Red,South Australia,Shiraz,Rabbit & Spaghetti,90 Points,2018
2875,Josh Cellars 2019 Heritage Collection Cabernet Sauvignon (Napa Valley),$30,14.0,750,Red,Napa,Cabernet Sauvignon,Josh Cellars,90 Points,2019
2876,Le Mistral 2020 Le Mistral Single Vineyard Grenache (Monterey County),$40,12.0,750,Red,Central Coast,Grenache,Le Mistral,90 Points,2020
2877,Lui 2018 Gran Reserva Cabernet Franc (Mendoza),N/A,14.0,750,Red,Mendoza Province,Cabernet Franc,Lui,90 Points,2018
2878,Luna Hart 2021 Grimm's Bluff Vineyard Sauvignon Blanc (Happy Canyon of Santa Barbara),$35,12.0,750,White,Central Coast,Sauvignon Blanc,Luna Hart,90 Points,2021
2879,Mandala 2020 Pinot Noir (Yarra Valley),$35,13.0,750,Red,Victoria,Pinot Noir,Mandala,90 Points,2020
2880,Materra Cunat Family Vineyards 2019 Right Bank Red (Oak Knoll District),$60,14.0,750,Red,Napa,Bordeaux-style Red Blend,Materra Cunat Family Vineyards,90 Points,2019
2881,Muscardini 2018 Cassata Vineyards Cabernet Sauvignon (Sonoma Valley),$60,13.0,750,Red,Sonoma,Cabernet Sauvignon,Muscardini,90 Points,2018
2882,Nigl 2021 Urgestein Riesling (Kremstal),$28,13.0,750,White,Austria,Riesling,Nigl,90 Points,2021
2883,Penley Estate 2020 Phoenix Cabernet Sauvignon (Coonawarra),$20,14.0,750,Red,South Australia,Cabernet Sauvignon,Penley Estate,90 Points,2020
2884,Quinta da Rede 2021 Rede Reserva White (Douro),$15,13.0,750,White,Portugal,Portuguese White,Quinta da Rede,90 Points,2021
2885,Quinta dos Murças 2019 Minas Red (Douro),$25,13.0,750,Red,Portugal,Portuguese Red,Quinta dos Murças,90 Points,2019
2886,Rabbit & Spaghetti 2018 Icon Shiraz (South Australia),$43,14.0,750,Red,South Australia,Shiraz,Rabbit & Spaghetti,90 Points,2018
2887,Rancho Sisquoc 2021 Sylvaner (Santa Barbara County),$18,13.0,750,White,Central Coast,"Sylvaner, Other White",Rancho Sisquoc,90 Points,2021
2888,Rui Roboredo Madeira 2021 Beyra Reserva White (Beira Interior),$20,13.0,750,White,Portugal,Portuguese White,Rui Roboredo Madeira,90 Points,2021
2889,Steele 2020 Cuvée Pinot Noir,$30,13.0,750,Red,California Other,Pinot Noir,Steele,90 Points,2020
2890,Super Real Wines 2021 Claudia's Rosé Rosé (Ballard Canyon),$29,13.0,750,Rose,Central Coast,Rosé,Super Real Wines,90 Points,2021
2891,Tapiz 2019 Alta Collection Malbec (Uco Valley),$20,13.0,750,Red,Mendoza Province,Malbec,Tapiz,90 Points,2019
2892,Tauss 2018 Rosésekt Blaufränkisch (Austria),$44,12.0,750,Sparkling,Austria,"Blaufränkisch, Other Red",Tauss,90 Points,2018
2893,Tement 2019 Muschelkalk Morillon (Südsteiermark),$23,12.0,750,White,Austria,"Morillon, Chardonnay",Tement,90 Points,2019
2894,Tenuta I Fauri 2020 Pecorino (Abruzzo),$20,13.0,750,White,Central Italy,"Pecorino, Italian White",Tenuta I Fauri,90 Points,2020
2895,The Harris Gallery 2020 Du Pratt Vineyard Chardonnay (Anderson Valley),$56,12.0,750,White,Mendocino County,Chardonnay,The Harris Gallery,90 Points,2020
2896,Ursa 2018 Ferrel Ranch Tannat (El Dorado),$34,14.0,750,Red,Sierra Foothills,Tannat,Ursa,90 Points,2018
2897,Chapel Down NV English Rose Traditional Method Sparkling (England),$47,12.0,750,Sparkling,England,"Sparkling Blend, Sparkling",Chapel Down,90 Points,
2898,Cho 2021 Pinot Noir Rosé (Laurelwood District),$35,12.0,750,Rose,Willamette Valley,Rosé,Cho,90 Points,2021
2899,Vicente Faria Vinhos 2019 Quinta Vale Santa Luzia Red (Douro),$15,13.0,750,Red,Portugal,Portuguese Red,Vicente Faria Vinhos,90 Points,2019
2900,Vignerons de Puisseguin Lussac Saint-Emilion 2019 La Garenne  (Lussac Saint-Émilion),$30,14.0,750,Red,Bordeaux,Merlot,Vignerons de Puisseguin Lussac Saint-Emilion,90 Points,2019
2901,William Hill Estate 2020 Chardonnay (Napa Valley),$35,14.0,750,White,Napa,Chardonnay,William Hill Estate,90 Points,2020
2902,Wilson Creek 2020 Double Dog Red Five Paws Vineyard Red (Temecula Valley),$65,15.0,750,Red,South Coast,"Red Blends, Red Blends",Wilson Creek,90 Points,2020
2903,Wine & Soul 2019 Pintas Character Red (Douro),$43,14.0,750,Red,Portugal,Portuguese Red,Wine & Soul,90 Points,2019
2904,A. Toraño 2021 Kick Ranch Sauvignon Blanc (Sonoma County),$30,13.0,750,White,Sonoma,Sauvignon Blanc,A. Toraño,90 Points,2021
2905,Alpamanta 2020 Breva Syrah (Luján de Cuyo),$32,13.0,750,Rose,Mendoza Province,Syrah,Alpamanta,90 Points,2020
2906,Aperture 2021 Barrel-Fermented Sauvignon Blanc (Sonoma County),$45,13.0,750,White,Sonoma,Sauvignon Blanc,Aperture,90 Points,2021
2907,Arlaux NV Brut Nature Premier Cru  (Champagne),$60,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Arlaux,90 Points,
2908,Bodega Y Cavas De Weinert 2018 Carrascal Corte Tinto Red (Luján de Cuyo),N/A,13.0,750,Red,Mendoza Province,Bordeaux-style Red Blend,Bodega Y Cavas De Weinert,90 Points,2018
2909,Bodega Y Cavas De Weinert 2019 Carrascal Cabernet Sauvignon (Luján de Cuyo),N/A,13.0,750,Red,Mendoza Province,Cabernet Sauvignon,Bodega Y Cavas De Weinert,90 Points,2019
2910,Bolla 2016 Rhetico  (Amarone della Valpolicella Classico),N/A,15.0,750,Red,Veneto,"Red Blends, Red Blends",Bolla,90 Points,2016
2911,Casa de Vilacetinho 2020 Avesso Superior Avesso (Vinho Verde),$19,12.0,750,White,Portugal,"Avesso, Portuguese White",Casa de Vilacetinho,90 Points,2020
2912,Château de Parenchère 2020 Cuvée Raphael  (Bordeaux Supérieur),$25,15.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château de Parenchère,90 Points,2020
2913,Château des Landes 2020 Grand Héritage  (Lussac Saint-Émilion),$51,14.0,750,Red,Bordeaux,Merlot,Château des Landes,90 Points,2020
2914,Clif Family 2021 Rosé of Grenache (Mendocino County),$30,14.0,750,Rose,Mendocino County,Grenache,Clif Family,90 Points,2021
2915,Clos Albertus 2019  Saint-Georges-Saint-Émilion,$50,14.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Clos Albertus,90 Points,2019
2916,Davies 2020 Goorgian Vineyards Pinot Noir (Anderson Valley),$75,14.0,750,Red,Mendocino County,Pinot Noir,Davies,90 Points,2020
2917,Diora 2020 La Splendeur du Soleil Chardonnay (Monterey),$20,14.0,750,White,Central Coast,Chardonnay,Diora,90 Points,2020
2918,Finca la Celia 2019 Elite Malbec (Paraje Altamira),$26,14.0,750,Red,Mendoza Province,Malbec,Finca la Celia,90 Points,2019
2919,Flamingo Estate 2021 Pink Moon Rosé (San Luis Obispo County),$30,13.0,750,Rose,Central Coast,Rosé,Flamingo Estate,90 Points,2021
2920,Gernot and Heike Heinrich 2018 Naked White (Burgenland),$22,12.0,750,White,Austria,White Blend,Gernot and Heike Heinrich,90 Points,2018
2921,Héroe 2021 Viognier (Paso Robles),$25,15.0,750,White,Central Coast,Viognier,Héroe,90 Points,2021
2922,Jamie Slone Wines 2018 Super Tuscan Red (Santa Ynez Valley),$52,14.0,750,Red,Central Coast,"Red Blends, Red Blends",Jamie Slone Wines,90 Points,2018
2923,Flâneur 2019 La Belle Promenade Chardonnay (Chehalem Mountains),$60,12.0,750,White,Willamette Valley,Chardonnay,Flâneur,90 Points,2019
2924,Landlines Estates 2018 Lost Corner Chardonnay (Yamhill-Carlton),$50,13.0,750,White,Willamette Valley,Chardonnay,Landlines Estates,90 Points,2018
2925,Les Jamelles 2019 Pinot Noir (Pays d'Oc),$13,13.0,750,Red,Languedoc-Roussillon,Pinot Noir,Les Jamelles,90 Points,2019
2926,Tenuta del Pajaru 2021 Paritaru Negroamaro (Puglia),$25,15.0,750,Red,Southern Italy,"Negroamaro, Italian Red",Tenuta del Pajaru,90 Points,2021
2927,Valley View 2019 Anna Maria Chardonnay (Applegate Valley),$22,13.0,750,White,Southern Oregon,Chardonnay,Valley View,90 Points,2019
2928,Jean Laurent NV Cuvée Blanche Brut Pinot Blanc (Champagne),$110,12.0,750,Sparkling,Champagne,Pinot Blanc,Jean Laurent,90 Points,
2929,Le Mistral 2021 Le Mistral Single Vineyard Viognier (Monterey County),$38,14.0,750,White,Central Coast,Viognier,Le Mistral,90 Points,2021
2930,Magnum Carlos Lucas Vinhos 2018 Ribeiro Santo Touriga Nacional (Dão),$26,14.0,750,Red,Portugal,"Touriga Nacional, Portuguese Red",Magnum Carlos Lucas Vinhos,90 Points,2018
